<doc id="edoc_wd_1773-11-13" attrs="word" year="1773" month="11" day="13" corpus="1">
<head id="hl1">
Lißabon	w29
von	w9877
Emersperg	w9878
bezahlt	w9879
worden	w9880
<g/>
,
und	w9882
dessen	w9883
Schuldbrief	w9884
sammt	w9885
Vormerkungsschein	w9886
vermuthlich	w9887
in	w9888
Ver=stoß	w9889
<g/>
=
gerathen	w9891
seyn	w9892
wüsse	w9893
<g/>
,
weil	w9895
niemand	w9896
seit	w9897
mehr	w9898
als	w9899
50	w9900
Jahren	w9901
weder	w9902
Kapital	w9903
noch	w9904
Zinße	w9905
gefor=dert	w9906
<g/>
=
haben	w9908
<g/>
,
so	w9910
bate	w9911
er	w9912
dem	w9913
vorermeldt	w9914
HannsLudwig	w9915
Prassicanischen	w9916
Schuldbrief	w9917
sammt	w9918
Vormerkungs=schein	w9919
<g/>
=
durch	w9921
ein	w9922
öffentliches	w9923
Edikt	w9924
der	w9925
Ordnung	w9926
nach	w9927
amortisiren	w9928
zu	w9929
lassen	w9930
<g/>
.
Da	w9932
nun	w9933
in	w9934
dieses	w9935
Begehren	w9936
gewilliget	w9937
worden	w9938
ist	w9939
<g/>
;
So	w9941
werden	w9942
der	w9943
oder	w9944
diejenige	w9945
<g/>
,
welche	w9947
den	w9948
von	w9949
Herrn	w9950
Hanns	w9951
Lud=wig	w9952
<g/>
=
Prassican	w9954
v	w9955
<g/>
.
Emersperg	w9957
im	w9958
Jahr	w9959
1686	w9960
an	w9961
wepl	w9962
<g/>
.
Veit	w9964
Niklas	w9965
<g/>
,
gewesten	w9967
burgerl	w9968
<g/>
.
Fleisch=hackers	w9970
<g/>
=
sel	w9972
<g/>
.
nachgelassenen	w9974
Pupillen	w9975
verordneten	w9976
Gerhaben	w9977
ausgestellten	w9978
Schudlbrief	w9979
sammt	w9980
dem	w9981
gerichtl	w9982
<g/>
.
Vormerkungsschein	w9984
von	w9985
26	w9986
<g/>
.
May	w9988
er=sagten	w9989
<g/>
=
Jahrs	w9991
etwan	w9992
in	w9993
Händen	w9994
haben	w9995
<g/>
,
oder	w9997
an=noch	w9998
<g/>
=
überkommen	w10000
möchten	w10001
<g/>
,
wie	w10003
auch	w10004
jene	w10005
<g/>
,
wel=che	w10007
<g/>
=
ansonsten	w10009
einige	w10010
Sprüch	w10011
<g/>
,
und	w10013
Anforderungen	w10014
hierauf	w10015
haben	w10016
<g/>
,
oder	w10018
zu	w10019
haben	w10020
vermeinen	w10021
sich	w10022
in=nerhalb	w10023
<g/>
=
eines	w10025
Jahrs	w10026
<g/>
,
6	w10028
Wochen	w10029
<g/>
,
und	w10031
3	w10032
Tägen	w10033
hierorts	w10034
alsogewiß	w10035
behörig	w10036
melden	w10037
<g/>
,
und	w10039
hierzu	w10040
legitimiren	w10041
<g/>
,
wie	w10043
im	w10044
widrigen	w10045
nach	w10046
Verlauf	w10047
die=ser	w10048
<g/>
=
Zeit	w10050
niemand	w10051
mehr	w10052
gehöret	w10053
<g/>
,
sondern	w10055
obbe=meldte	w10056
<g/>
=
Obligation	w10058
sammt	w10059
Jnhibitionsschein	w10060
ex	w10061
Officio	w10062
amortisiret	w10063
<g/>
,
annulliret	w10065
<g/>
,
und	w10067
kassiret	w10068
auch	w10069
die	w10070
inhibirte	w10071
Post	w10072
deren	w10073
1000	w10074
fl	w10075
<g/>
.
ex	w10077
Officio	w10078
exta=buliret	w10079
<g/>
=
werden	w10081
solle	w10082
<g/>
.
Wien	w10084
den	w10085
27	w10086
<g/>
.
Sept	w10088
<g/>
.
1773	w10090
</p>
<p id="p147">
Wir	w10091
N	w10092
<g/>
.
Bürgermeister	w10094
<g/>
,
dann	w10096
Stadtrichter	w10097
<g/>
,
Aemterverwalter	w10099
und	w10100
Rath	w10101
<g/>
,
beyder	w10103
Landesfürstl	w10104
<g/>
.
Städte	w10106
Krems	w10107
und	w10108
Stein	w10109
<g/>
,
fügen	w10111
all	w10112
denjenigen	w10113
welche	w10114
an	w10115
dem	w10116
Joseph	w10117
Hellp	w10118
<g/>
,
burgerl	w10120
<g/>
.
Fuhrmann	w10122
in	w10123
Krems	w10124
<g/>
,
und	w10126
Anna	w10127
Maria	w10128
dessen	w10129
Ehewürthin	w10130
einige	w10131
Sprüche	w10132
<g/>
,
und	w10134
Anforderungen	w10135
haben	w10136
<g/>
,
oder	w10138
zu	w10139
haben	w10140
vermeinen	w10141
hiermit	w10142
zu	w10143
wissen	w10144
an	w10145
<g/>
:
Was=massen	w10147
<g/>
=
wir	w10149
zu	w10150
Untersuch	w10151
<g/>
=
und	w10153
Liquidirung	w10154
des	w10155
bey	w10156
ermeldten	w10157
Conpersonnen	w10158
sich	w10159
geäusserten	w10160
Schul=denlastes	w10161
<g/>
=
Convocationem	w10163
Creditorum	w10164
auszu=schreiben	w10165
<g/>
=
für	w10167
nöthig	w10168
befunden	w10169
<g/>
,
und	w10171
dahero	w10172
den	w10173
17ten	w10174
nächstkünftigen	w10175
Monats	w10176
Decemb	w10177
<g/>
.
auf	w10179
der	w10180
Stadt	w10181
Krems	w10182
Rathhaus	w10183
Vormittag	w10184
um	w10185
9	w10186
Uhr	w10187
zu	w10188
erscheinen	w10189
zur	w10190
veremptorisch	w10191
claufulirten	w10192
Tag=satzung	w10193
<g/>
=
pro	w10195
1mo	w10196
2do	w10197
<g/>
&
3tio	w10199
termino	w10200
ange=setzet	w10201
<g/>
=
haben	w10203
<g/>
.
Selchemnach	w10205
werden	w10206
gedachte	w10207
CreCreditspartheyen	w10208
<g/>
=
</p>
<p id="p148">
ditspartheyen	w10210
an	w10211
dem	w10212
anberaumten	w10213
Tag	w10214
<g/>
,
Stund	w10216
<g/>
,
und	w10218
Ort	w10219
vor	w10220
unsern	w10221
in	w10222
Sachen	w10223
verordneten	w10224
Com=missarien	w10225
<g/>
=
Hrn	w10227
<g/>
.
Johann	w10229
Wilhelm	w10230
Reichl	w10231
<g/>
,
und	w10233
Hrn	w10234
<g/>
.
Joseph	w10236
Steprer	w10237
beyden	w10238
des	w10239
äusseren	w10240
Raths	w10241
also	w10242
gewiß	w10243
entweder	w10244
personlich	w10245
<g/>
,
oder	w10247
durch	w10248
hin=länglich	w10249
<g/>
=
versehene	w10251
Gewaltstragere	w10252
zu	w10253
erscheinen	w10254
ihre	w10255
Forderungen	w10256
anzumelden	w10257
<g/>
,
und	w10259
behorig	w10260
zu	w10261
liquidiren	w10262
haben	w10263
<g/>
,
wie	w10265
im	w10266
widerigen	w10267
auf	w10268
die	w10269
Aus=bleibende	w10270
<g/>
=
<g/>
,
oder	w10273
nicht	w10274
behörig	w10275
Liquidirende	w10276
kein	w10277
Bevacht	w10278
genohmen	w10279
<g/>
,
sondern	w10281
selbe	w10282
von	w10283
der	w10284
Helli=schen	w10285
<g/>
=
Conleutenmassa	w10287
gänzlich	w10288
ausgeschlossen	w10289
<g/>
,
so=mit	w10291
<g/>
=
was	w10293
Rechtens	w10294
ist	w10295
fürgekehret	w10296
werden	w10297
solle	w10298
<g/>
.
</p>
<p id="p149">
Wir	w10300
N	w10301
<g/>
.
N	w10303
<g/>
.
Superintendenten	w10305
und	w10306
Spittal=meister	w10307
<g/>
=
des	w10309
Burgerspittals	w10310
in	w10311
Wien	w10312
geben	w10313
hie=mit	w10314
<g/>
=
jedermann	w10316
zu	w10317
vernehmen	w10318
<g/>
:
Es	w10320
sepe	w10321
auf	w10322
das	w10323
ohne	w10324
Hinterlassung	w10325
eines	w10326
Testaments	w10327
erfolgte	w10328
Ableiben	w10329
des	w10330
Peters	w10331
Dillingers	w10332
<g/>
,
vielmehr	w10334
aber	w10335
Dillingthalers	w10336
sel	w10337
<g/>
.
gewesenen	w10339
Steinmetz	w10340
<g/>
,
Jnn=wohners	w10342
<g/>
=
in	w10344
goldenen	w10345
Adler	w10346
am	w10347
Spittlberg	w10348
<g/>
,
und	w10350
behausten	w10351
Nachbars	w10352
auf	w10353
dem	w10354
Strozzischen	w10355
Grund	w10356
<g/>
,
zu	w10358
Ausfindigmachung	w10359
des	w10360
vorhandenen	w10361
ærisaeris	w10362
alie-ni	w10363
<g/>
-
<g/>
,
und	w10366
wegen	w10367
sicherer	w10368
Abhandlung	w10369
der	w10370
Verlas=senschaft	w10371
<g/>
=
für	w10373
nöthig	w10374
befunden	w10375
worden	w10376
<g/>
,
die	w10378
sammt=lich	w10379
<g/>
=
sowohl	w10381
in	w10382
<g/>
=
als	w10384
außer	w10385
Landes	w10386
befindliche	w10387
Gläu=bigere	w10388
<g/>
=
zur	w10390
Anmeld	w10391
<g/>
=
und	w10393
Lquidirung	w10394
ihrer	w10395
zu	w10396
stel=len	w10397
<g/>
=
habenden	w10399
Forderungen	w10400
gerichtl	w10401
<g/>
.
vorzuladen	w10403
<g/>
,
und	w10405
einzuberufen	w10406
<g/>
.
Da	w10408
nun	w10409
hierzu	w10410
der	w10411
14	w10412
<g/>
.
De=cemb	w10414
<g/>
=
<g/>
.
Vormittag	w10417
um	w10418
9	w10419
Uhr	w10420
zu	w10421
allendlicher	w10422
Frist	w10423
bestimmet	w10424
worden	w10425
ist	w10426
<g/>
.
Solchemnach	w10428
haben	w10429
all	w10430
und	w10431
jede	w10432
welche	w10433
an	w10434
des	w10435
gedachten	w10436
Peter	w10437
Dillin=ger	w10438
<g/>
=
<g/>
,
vielmehr	w10441
Dillingthalers	w10442
sel	w10443
<g/>
.
Verlassenschaft	w10445
einige	w10446
Spruche	w10447
und	w10448
Anforderung	w10449
quocunque	w10450
Titulo	w10451
zu	w10452
stellen	w10453
vermeinen	w10454
<g/>
,
an	w10456
obbestimmten	w10457
Tag	w10458
in	w10459
der	w10460
Burgerspitalsgrundstuben	w10461
entweder	w10462
seibsten	w10463
personlich	w10464
<g/>
,
oder	w10466
durch	w10467
genugsame	w10468
bevoll=mächtigte	w10469
<g/>
=
Gewalttragere	w10471
alsogewiß	w10472
zu	w10473
erscheinen	w10474
<g/>
,
ihre	w10476
Forderungen	w10477
anzumelden	w10478
<g/>
,
und	w10480
gehörig	w10481
zu	w10482
liquidiren	w10483
<g/>
,
wie	w10485
im	w10486
wiorigen	w10487
die	w10488
gemeldte	w10489
Verlassenschaftsabhandlung	w10490
dennoch	w10491
vorgenom=men	w10492
<g/>
=
<g/>
,
den	w10495
Kindern	w10496
und	w10497
Jntestaterben	w10498
das	w10499
vorhan=dene	w10500
<g/>
=
Vermögen	w10502
<g/>
,
ungehindert	w10504
<g/>
=
den	w10506
etwa	w10507
vorhan=denen	w10508
<g/>
=
Gläubigern	w10510
so	w10511
sich	w10512
mit	w10513
ihrer	w10514
Anforderung	w10515
nicht	w10516
gemeldet	w10517
haben	w10518
<g/>
,
eingeantwortet	w10520
<g/>
,
falls	w10522
aben	w10523
wegen	w10524
der	w10525
sich	w10526
äußerenden	w10527
Schulden	w10528
kein	w10529
Erb=schaftsvermogen	w10530
<g/>
=
übrig	w10532
verbleibe	w10533
<g/>
,
die	w10535
sich	w10536
hervor=thuende	w10537
<g/>
=
Gläubiger	w10539
nach	w10540
Zulänglichkeit	w10541
der	w10542
Massa=geldern	w10543
<g/>
=
<g/>
,
mit	w10546
ihren	w10547
Forderungen	w10548
gegen	w10549
vorläufiger	w10550
Liquidirung	w10551
hindann	w10552
gefertiget	w10553
<g/>
,
den	w10555
Ausbleiben=den	w10556
<g/>
=
hingegen	w10558
das	w10559
ewige	w10560
Stillschweigen	w10561
auferle=get	w10562
<g/>
=
<g/>
,
auch	w10565
sonsten	w10566
was	w10567
Rechtens	w10568
ist	w10569
ex	w10570
Offficio	w10571
vorgekehret	w10572
werden	w10573
solle	w10574
<g/>
.
</p>
<p id="p150">
Wir	w10576
Burgermeister	w10577
und	w10578
Rath	w10579
der	w10580
Stadt	w10581
Wien	w10582
geben	w10583
hiemit	w10584
jedermann	w10585
zu	w10586
vernehmen	w10587
<g/>
:
Es	w10589
seye	w10590
die	w10591
Anna	w10592
Maria	w10593
Kärnerin	w10594
<g/>
,
gewest	w10596
ledigen	w10597
Stan=des	w10598
<g/>
=
allhier	w10600
mit	w10601
Tod	w10602
abgegangen	w10603
<g/>
,
und	w10605
daher	w10606
um	w10607
mit	w10608
der	w10609
künftigen	w10610
Verlassenschaftsabhanding	w10611
sicher	w10612
</p>
<p id="p151">
vörgehen	w10613
zu	w10614
können	w10615
<g/>
,
für	w10617
nothwendig	w10618
befunden	w10619
worden	w10620
<g/>
,
diejenige	w10622
vorzuladen	w10623
und	w10624
anzuhören	w10625
<g/>
,
welche	w10627
an	w10628
dieser	w10629
Verlassenschaft	w10630
einige	w10631
Ansprüche	w10632
und	w10633
Forderungen	w10634
haben	w10635
möchten	w10636
<g/>
.
Da	w10638
wir	w10639
nun	w10640
entschlossen	w10641
sind	w10642
<g/>
,
eben	w10644
diese	w10645
Sprüche	w10646
und	w10647
Forde=rungen	w10648
<g/>
=
an	w10650
dem	w10651
eigens	w10652
<g/>
,
und	w10654
zwar	w10655
für	w10656
das	w10657
erste	w10658
<g/>
=
und	w10660
letztemal	w10661
hiezu	w10662
bestimmten	w10663
Tage	w10664
<g/>
,
nämlich	w10666
den	w10667
20	w10668
<g/>
.
Dec	w10670
<g/>
.
dies	w10672
Jahrs	w10673
<g/>
,
oder	w10675
da	w10676
wir	w10677
diesen	w10678
Tag	w10679
an=derer	w10680
<g/>
=
Verhindernniße	w10682
halber	w10683
nicht	w10684
zu	w10685
Rath	w10686
sassen	w10687
<g/>
,
den	w10689
nächstdarauffolgenden	w10690
Rathstag	w10691
früh	w10692
um	w10693
8	w10694
Uhr	w10695
zu	w10696
hören	w10697
und	w10698
zu	w10699
vernehmen	w10700
<g/>
.
So	w10702
haben	w10703
alle	w10704
je=ne	w10705
<g/>
=
<g/>
,
welche	w10708
an	w10709
der	w10710
Anna	w10711
Maria	w10712
Kärnerin	w10713
seel	w10714
<g/>
.
Verlassenschaft	w10716
eine	w10717
rechtmäßige	w10718
Forderung	w10719
<g/>
,
es	w10721
sepe	w10722
um	w10723
Erbschaft	w10724
<g/>
,
Schuld	w10726
<g/>
,
oder	w10728
anderer	w10729
Ursachen	w10730
willen	w10731
zu	w10732
haben	w10733
glauben	w10734
<g/>
,
den	w10736
bestimmten	w10737
Tag	w10738
selbst	w10739
personlich	w10740
oder	w10741
durch	w10742
einen	w10743
hinlänglich	w10744
versehenen	w10745
Gewalttrager	w10746
so	w10747
gewiß	w10748
vor	w10749
uns	w10750
zu	w10751
erscheinen	w10752
<g/>
,
sich	w10754
behörig	w10755
zu	w10756
legitimiren	w10757
<g/>
,
und	w10759
ihre	w10760
Ansprüche	w10761
und	w10762
Forderungen	w10763
darzuthun	w10764
<g/>
,
als	w10766
im	w10767
widrigen	w10768
Falle	w10769
auf	w10770
die	w10771
ausbleibenden	w10772
<g/>
,
oder	w10774
nicht	w10775
behörig	w10776
liquiditenden	w10777
Erben	w10778
<g/>
,
Gläubiger	w10780
und	w10781
Prätenden=ten	w10782
<g/>
=
keine	w10784
Rucksicht	w10785
mehr	w10786
genommen	w10787
<g/>
,
mit	w10789
der	w10790
Abhandlung	w10791
und	w10792
Vertheilung	w10793
des	w10794
Verlassenschafts=gut	w10795
<g/>
=
von	w10797
Amtswegen	w10798
vorgegangen	w10799
<g/>
,
und	w10801
dasselbe	w10802
den	w10803
etwa	w10804
vorkommenden	w10805
Erben	w10806
unbedenklich	w10807
über=lassen	w10808
<g/>
=
werden	w10810
würde	w10811
<g/>
.
</p>
<p id="p152">
Bey	w10813
Johann	w10814
Doll	w10815
<g/>
,
Buchhandler	w10817
von	w10818
Preß=burg	w10819
<g/>
=
sind	w10821
in	w10822
gegenwärtigen	w10823
Allerheiligen	w10824
Markt	w10825
allhier	w10826
in	w10827
Wien	w10828
in	w10829
ihrer	w10830
Hütte	w10831
auf	w10832
dem	w10833
Hof	w10834
der	w10835
Bognergassen	w10836
gegenüber	w10837
nebst	w10838
andern	w10839
Büchern	w10840
und	w10841
Landkarten	w10842
zu	w10843
haben	w10844
<g/>
:
</p>
<p id="p153">
Jsabella	w10846
von	w10847
Miranda	w10848
<g/>
,
oder	w10850
die	w10851
durch	w10852
Boß=heit	w10853
<g/>
=
verfolgte	w10855
Unschuld	w10856
<g/>
,
eine	w10858
tragische	w10859
Geschicht	w10860
<g/>
.
8	w10862
<g/>
.
Augsb	w10864
<g/>
.
1773	w10866
<g/>
.
25	w10868
kr	w10869
<g/>
.
</p>
<p id="p154">
Caraccioli	w10871
Brief	w10872
an	w10873
ein	w10874
vornehmes	w10875
Frauen=zimmer	w10876
<g/>
=
<g/>
,
welches	w10879
vor	w10880
kurzer	w10881
Zeit	w10882
in	w10883
Pohlen	w10884
ge=storben	w10885
<g/>
=
in	w10887
Augsb	w10888
<g/>
.
8	w10890
<g/>
.
1773	w10892
<g/>
.
36	w10894
kr	w10895
<g/>
.
</p>
<p id="p155">
Chapuset	w10897
Summlung	w10898
deutscher	w10899
Aufsätze	w10900
von	w10901
Fabeln	w10902
aus	w10903
der	w10904
Weltgeschichte	w10905
8	w10906
<g/>
.
Nürnberg	w10908
1774	w10909
<g/>
.
40	w10911
<g/>
.
kr	w10913
<g/>
.
</p>
<p id="p156">
Bordoni	w10915
Predigten	w10916
über	w10917
Sonntägliche	w10918
und	w10919
Feyertägliche	w10920
Evangelien	w10921
aus	w10922
dem	w10923
wälschen	w10924
über=setzt	w10925
<g/>
=
von	w10927
Joseph	w10928
Winterl	w10929
<g/>
.
16	w10931
Th	w10932
<g/>
.
8	w10934
<g/>
.
Augsb	w10936
<g/>
.
1774	w10938
<g/>
.
4	w10940
fl	w10941
<g/>
.
30	w10943
<g/>
.
kr	w10945
<g/>
.
</p>
<p id="p157">
Die	w10947
Kunst	w10948
<g/>
,
schön	w10950
<g/>
,
richtig	w10952
und	w10953
vernünftig	w10954
zu	w10955
schreiben	w10956
8	w10957
Bamberg	w10958
1773	w10959
<g/>
.
45	w10961
kr	w10962
<g/>
.
</p>
<p id="p158">
Miller	w10964
Handbuch	w10965
zur	w10966
gemein	w10967
<g/>
=
nutzlicher	w10969
Bil=dung	w10970
<g/>
=
und	w10972
Unterweisung	w10973
der	w10974
Jugend	w10975
in	w10976
öffentli=chen	w10977
<g/>
=
Schulen	w10979
8	w10980
<g/>
.
Ulm	w10982
1773	w10983
<g/>
.
1	w10985
fl	w10986
<g/>
.
25	w10988
kr	w10989
<g/>
.
</p>
<p id="p159">
Tissot	w10991
Anleitung	w10992
für	w10993
das	w10994
Landvolk	w10995
oder	w10996
Haus=arzneybuch	w10997
<g/>
=
<g/>
.
8	w11000
<g/>
.
Augsburg	w11002
<g/>
.
1	w11004
fl	w11005
<g/>
.
17	w11007
kr	w11008
<g/>
.
</p>
<p id="p160">
<g/>
-
<g/>
-
Gesundheit	w11012
der	w11013
Gelehrten	w11014
8	w11015
<g/>
.
Augsburg	w11017
1771	w11018
<g/>
.
20	w11020
kr	w11021
<g/>
.
</p>
<p id="p161">
Heisters	w11023
medicinisches	w11024
Handbuch	w11025
8	w11026
<g/>
.
Nürnb	w11028
<g/>
.
1766	w11030
<g/>
.
1	w11032
fl	w11033
<g/>
.
</p>
<p id="p162">
<g/>
-
<g/>
-
kleine	w11037
Chirurgie	w11038
<g/>
,
oder	w11040
Handbuch	w11041
der	w11042
Wund=arzney	w11043
<g/>
=
8	w11045
<g/>
.
mit	w11047
Kupf	w11048
<g/>
.
Nürnb	w11050
<g/>
.
1767	w11052
<g/>
.
1	w11054
fl	w11055
<g/>
.
30	w11057
kr	w11058
<g/>
.
</p>
<p id="p163">
Bey	w11060
Joseph	w11061
Kurtzböcken	w11062
k	w11063
<g/>
.
k	w11065
<g/>
.
Hofbuchdruckern	w11067
in	w11068
allen	w11069
oriental	w11070
<g/>
.
Sprachen	w11072
<g/>
,
und	w11074
Buchhändlern	w11075
<g/>
,
sind	w11077
in	w11078
seiner	w11079
Buchhandlung	w11080
am	w11081
Hofe	w11082
folgende	w11083
Bü=cher	w11084
<g/>
=
zu	w11086
haben	w11087
<g/>
:
</p>
<p id="p164">
Neue	w11089
Beschreibung	w11090
aller	w11091
Merkwürdigkeiten	w11092
der	w11093
kais	w11094
<g/>
.
kon	w11096
<g/>
.
Residenzstadt	w11098
Wien	w11099
<g/>
,
mit	w11101
19	w11102
<g/>
.
Kupfer=tafeln	w11104
<g/>
=
<g/>
.
8	w11107
<g/>
.
wien	w11109
1773	w11110
<g/>
.
1	w11112
fl	w11113
<g/>
.
15	w11115
kr	w11116
<g/>
.
</p>
<p id="p165">
Briefe	w11118
einer	w11119
zürtlichen	w11120
Mutter	w11121
an	w11122
ihren	w11123
Sohn	w11124
<g/>
,
worinnen	w11126
Sie	w11127
ihm	w11128
die	w11129
Wahrheit	w11130
der	w11131
christlichen	w11132
Religion	w11133
aus	w11134
der	w11135
Vernunft	w11136
Offenbahrung	w11137
<g/>
,
und	w11139
den	w11140
Widersprüchen	w11141
der	w11142
feindlichen	w11143
Bestreiter	w11144
der=selben	w11145
<g/>
=
beweiset	w11147
<g/>
,
3	w11149
Th	w11150
<g/>
.
8	w11152
<g/>
.
1770	w11154
<g/>
.
2	w11156
fl	w11157
<g/>
.
30	w11159
kr	w11160
<g/>
.
</p>
<p id="p166">
Heures	w11162
nouvelles	w11163
<g/>
,
ou	w11165
exercice	w11166
Spirituel	w11167
<g/>
,
tirées	w11169
del'Eriture	w11170
Sainte	w11171
contenant	w11172
plusieurs	w11173
Priéres	w11174
<g/>
,
remplies	w11176
d'ontion	w11177
<g/>
,
avec	w11179
des	w11180
Refse-xions	w11181
<g/>
-
trés	w11183
Edifiantes	w11184
<g/>
,
Quvrage	w11186
Superbe	w11187
<g/>
,
enri-chi	w11189
<g/>
-
de	w11191
Figures	w11192
en	w11193
taille	w11194
douce	w11195
<g/>
.
4	w11197
<g/>
.
Vienne	w11199
relié	w11200
<g/>
.
</p>
<p id="p167">
Der	w11202
lasterhafte	w11203
Bramine	w11204
<g/>
,
oder	w11206
Begebenheiten	w11207
des	w11208
Mouba	w11209
<g/>
.
gr	w11211
<g/>
.
8	w11213
<g/>
.
1771	w11215
<g/>
.
45	w11217
kr	w11218
<g/>
.
</p>
<p id="p168">
Neue	w11220
Schauspiele	w11221
<g/>
,
aufgeführt	w11223
in	w11224
den	w11225
kais	w11226
<g/>
.
kön	w11228
Theatern	w11229
zu	w11230
Wien	w11231
<g/>
,
8	w11233
<g/>
.
Bände	w11235
8	w11236
<g/>
.
1773	w11238
<g/>
.
8	w11240
fl	w11241
<g/>
.
</p>
<p id="p169">
Die	w11243
Lotterien	w11244
<g/>
,
ein	w11246
Gemählde	w11247
nach	w11248
dem	w11249
Leben	w11250
8	w11251
<g/>
.
1771	w11253
24	w11254
<g/>
.
kr	w11256
<g/>
.
</p>
<p id="p170">
Uber	w11258
die	w11259
Mode	w11260
und	w11261
deren	w11262
Folgen	w11263
8	w11264
<g/>
.
Frankf	w11266
<g/>
.
1771	w11268
<g/>
.
12	w11270
kr	w11271
<g/>
.
</p>
<p id="p171">
Prola	w11273
<g/>
(
Jos	w11275
<g/>
.
Mar	w11277
<g/>
.
<g/>
)
endecktes	w11280
Laster	w11281
der	w11282
Ehr=abschneidung	w11283
<g/>
=
und	w11285
Verläumdung	w11286
in	w11287
seiner	w11288
Häßlich=keit	w11289
<g/>
=
8	w11291
<g/>
.
Augsburg	w11293
<g/>
.
1771	w11295
<g/>
.
1	w11297
fl	w11298
<g/>
.
15	w11300
kr	w11301
<g/>
.
</p>
<p id="p172">
Philosophie	w11303
wider	w11304
die	w11305
schönen	w11306
und	w11307
starken	w11308
Gei=ster	w11309
<g/>
=
d	w11311
<g/>
.
i	w11313
<g/>
.
Betrachtungen	w11315
über	w11316
die	w11317
menschliche	w11318
Na=tur	w11319
<g/>
=
und	w11321
über	w11322
die	w11323
naturliche	w11324
Religion	w11325
<g/>
,
aus	w11327
dem	w11328
italiänischen	w11329
übersetzt	w11330
<g/>
,
von	w11332
P	w11333
<g/>
.
Jordan	w11335
Simon	w11336
<g/>
,
3	w11338
Th	w11339
<g/>
.
8	w11341
<g/>
.
1771	w11343
<g/>
.
1	w11345
fl	w11346
<g/>
.
30	w11348
kr	w11349
<g/>
.
</p>
<p id="p173">
Historisch	w11351
<g/>
=
kritische	w11353
Nachrichten	w11354
von	w11355
Jtalien	w11356
welche	w11357
eine	w11358
genaue	w11359
<g/>
,
Beschreibung	w11361
dieses	w11362
Lan=des	w11363
<g/>
=
<g/>
,
der	w11366
Sitten	w11367
und	w11368
Gebräuche	w11369
<g/>
,
der	w11371
Regie=rungsform	w11372
<g/>
=
<g/>
,
Handlung	w11375
<g/>
,
Oeconomie	w11377
<g/>
,
des	w11379
Zu=standes	w11380
<g/>
=
der	w11382
Wissenschaften	w11383
und	w11384
insonderheit	w11385
der	w11386
Werke	w11387
der	w11388
Kunst	w11389
enthalten	w11390
<g/>
,
von	w11392
D	w11393
<g/>
.
J	w11395
<g/>
.
J	w11397
<g/>
.
Volkmann	w11399
<g/>
,
3	w11401
<g/>
.
Bände	w11403
gr	w11404
<g/>
.
8	w11406
<g/>
.
Leipzig	w11408
<g/>
,
1771	w11410
<g/>
.
8	w11412
<g/>
.
fl	w11414
<g/>
.
30	w11416
kr	w11417
<g/>
.
</p>
<p id="p174">
Theophrast	w11419
<g/>
.
Paracelsus	w11421
natürliches	w11422
Zauber=magazin	w11423
<g/>
=
<g/>
,
worinnen	w11426
allerley	w11427
zur	w11428
Lust	w11429
und	w11430
Nutzen	w11431
<g/>
,
insbesondere	w11433
aber	w11434
auch	w11435
bkonomische	w11436
Künsten	w11437
ent=halten	w11438
<g/>
=
sind	w11440
<g/>
.
8	w11442
<g/>
.
Frf	w11444
<g/>
.
1771	w11446
<g/>
.
36	w11448
kr	w11449
<g/>
.
</p>
<p id="p175">
Destouches	w11451
<g/>
(
J	w11453
<g/>
.
C	w11455
<g/>
.
<g/>
)
Beurtheilung	w11458
von	w11459
dem	w11460
Domainen	w11461
<g/>
=
Rechte	w11463
in	w11464
Deutschland	w11465
8	w11466
<g/>
.
München	w11468
34	w11469
kr	w11470
<g/>
.
</p>
<p id="p176">
Von	w11472
dem	w11473
Rechte	w11474
des	w11475
Landesfürsten	w11476
<g/>
,
die	w11478
Geist=lichen	w11479
<g/>
=
Personen	w11481
und	w11482
Güter	w11483
zu	w11484
besteuern	w11485
<g/>
.
gr	w11487
<g/>
.
8	w11489
<g/>
.
Augsb	w11491
<g/>
.
36	w11493
kr	w11494
<g/>
.
</p>
<p id="p177">
Scmid	w11496
<g/>
(
N	w11498
<g/>
.
<g/>
)
von	w11501
den	w11502
Weltkörpern	w11503
<g/>
,
zum	w11505
gemeinnützigen	w11506
Kenntniß	w11507
der	w11508
grossen	w11509
Werke	w11510
Got=tes	w11511
<g/>
=
<g/>
,
gr	w11514
<g/>
.
8	w11516
<g/>
.
Leipz	w11518
<g/>
.
1772	w11520
<g/>
.
51	w11522
kr	w11523
<g/>
.
</p>
<head id="hl33">
Jn	w11525
der	w11526
von	w11527
Ghelenschen	w11528
Buchhandlung	w11529
<g/>
,
im	w11531
neuen	w11532
Michaeler=hause	w11533
<g/>
=
<g/>
,
der	w11536
kaiserl	w11537
<g/>
.
königl	w11539
<g/>
.
Reitschule	w11541
gegenüber	w11542
<g/>
,
sind	w11544
nebst	w11545
vielen	w11546
alten	w11547
sehr	w11548
raren	w11549
und	w11550
neuen	w11551
Büchern	w11552
<g/>
,
Landkarten	w11554
und	w11555
Kupferstichen	w11556
<g/>
,
auch	w11558
folgende	w11559
zu	w11560
haben	w11561
<g/>
.
</head>
<list id="">
Constitutio	w11563
Criminalis	w11564
Theresiana	w11565
<g/>
,
oder	w11567
Jhro	w11568
röm	w11569
<g/>
.
kais	w11571
<g/>
.
kön	w11573
<g/>
.
apostol	w11575
<g/>
.
